index,question_category,question,answers,correct_answers,answers_category
0001074,03,"What is the MOST effective resource for staying up to date on AWS security announcements?","AWS Personal Health Dashboard,AWS Secrets Manager,AWS Security Bulletins,Amazon Inspector","AWS Security Bulletins",0
0001075,03,"Which AWS service offers persistent storage for a file system?","Amazon S3,Amazon EC2 instance store,Amazon Elastic Block Store (Amazon EBS),Amazon ElastiCache","Amazon Elastic Block Store (Amazon EBS)",0
0001076,03,"Which of the following allows AWS users to manage cost allocations for billing?","Tagging resources,Limiting who can create resources,Adding a secondary payment method,Running all operations on a single AWS account","Tagging resources",0
0001077,03,"Which AWS service allows users to download security and compliance reports about the AWS infrastructure on demand?","Amazon GuardDuty,AWS Security Hub,AWS Artifact,AWS Shield","AWS Artifact",0
0001078,03,"Which of the following AWS services are serverless? (Choose two.)","AWS Lambda,Amazon Elasticsearch Service,AWS Elastic Beanstalk,Amazon DynamoDB,Amazon Redshift","AWS Lambda,Amazon DynamoDB",1
0001079,03,"Which AWS managed services can be used to extend an on-premises data center to the AWS network? (Choose two.)","AWS VPN,NAT gateway,AWS Direct Connect,Amazon Connect,Amazon Route 53","AWS VPN,AWS Direct Connect",1
0001080,03,"Which requirement must be met for a member account to be unlinked from an AWS Organizations account?","The linked account must be actively compliant with AWS System and Organization Controls (SOC).,The payer and the linked account must both create AWS Support cases to request that the member account be unlinked from the organization.,The member account must meet the requirements of a standalone account.,The payer account must be used to remove the linked account from the organization.","The member account must meet the requirements of a standalone account.",0
0001081,03,"What AWS benefit refers to a customer's ability to deploy applications that scale up and down the meet variable demand?","Elasticity,Agility,Security,Scalability","Scalability",0
0001082,03,"During a compliance review, one of the auditors requires a copy of the AWS SOC 2 report. Which service should be used to submit this request?","AWS Personal Health Dashboard,AWS Trusted Advisor,AWS Artifact,Amazon S3","AWS Artifact",0
0001083,03,"A company wants to set up a highly available workload in AWS with a disaster recovery plan that will allow the company to recover in case of a regional service interruption. Which configuration will meet these requirements?","Run on two Availability Zones in one AWS Region, using the additional Availability Zones in the AWS Region for the disaster recovery site.,Run on two Availability Zones in one AWS Region, using another AWS Region for the disaster recovery site.,Run on two Availability Zones in one AWS Region, using a local AWS Region for the disaster recovery site.,Run across two AWS Regions, using a third AWS Region for the disaster recovery site.","Run on two Availability Zones in one AWS Region, using another AWS Region for the disaster recovery site.,Run across two AWS Regions, using a third AWS Region for the disaster recovery site.",1
0001084,03,"A company has a 500 TB image repository that needs to be transported to AWS for processing. Which AWS service can import this data MOST cost-effectively?","AWS Snowball,AWS Direct Connect,AWS VPN,Amazon S3","AWS Snowball",0
0001085,03,"Which AWS service can run a managed PostgreSQL database that provides online transaction processing (OLTP)?","Amazon DynamoDB,Amazon Athena,Amazon RDS,Amazon EMR","Amazon RDS",0
0001086,03,"Which of the following assist in identifying costs by department? (Choose two.)","Using tags on resources,Using multiple AWS accounts,Using an account manager,Using AWS Trusted Advisor,Using Consolidated Billing","Using tags on resources,Using multiple AWS accounts",1
0001087,03,"A company wants to allow full access to an Amazon S3 bucket for a particular user. Which element in the S3 bucket policy holds the user details that describe who needs access to the S3 bucket?","Principal,Action,Resource,Statement","Principal",0
0001088,03,"Which AWS service allows for effective cost management of multiple AWS accounts?","AWS Organizations,AWS Trusted Advisor,AWS Direct Connect,Amazon Connect","AWS Organizations",0
0001089,03,"A company is piloting a new customer-facing application on Amazon Elastic Compute Cloud (Amazon EC2) for one month. What pricing model is appropriate?","Reserved Instances,Spot Instances,On-Demand Instances,Dedicated Hosts","On-Demand Instances",0
0001090,03,"Which AWS tools automatically forecast future AWS costs?","AWS Support Center,AWS Total Cost of Ownership (TCO) Calculator,AWS Simple Monthly Calculator,Cost Explorer","Cost Explorer",0
0001091,03,"Under the AWS shared responsibility model, which of the following is a responsibility of AWS?","Enabling server-side encryption for objects stored in S3,Applying AWS IAM security policies,Patching the operating system on an Amazon EC2 instance,Applying updates to the hypervisor","Applying updates to the hypervisor",0
0001092,03,"A user is able to set up a master payer account to view consolidated billing reports through:","AWS Budgets,Amazon Macie,Amazon QuickSight,AWS Organizations","AWS Organizations",0
0001093,01,"Performing operations as code is a design principle that supports which pillar of the AWS Well-Architected Framework?","Performance efficiency,Operational excellence,Reliability,Security","Operational excellence",0
0001094,01,"Which design principle is achieved by following the reliability pillar of the AWS Well-Architected Framework?","Vertical scaling,Manual failure recovery,Testing recovery procedures,Changing infrastructure manually","Testing recovery procedures",0
0001095,03,"What is a characteristic of Convertible Reserved Instances (RIs)?","Users can exchange Convertible RIs for other Convertible RIs from a different instance family with an equal or higher value than the Convertible Reserved Instances that you are exchanging.,Users can exchange Convertible RIs for other Convertible RIs in different AWS Regions.,Users can sell and buy Convertible RIs on the AWS Marketplace.,Users can shorten the term of their Convertible RIs by merging them with other Convertible RIs.","Users can exchange Convertible RIs for other Convertible RIs from a different instance family with an equal or higher value than the Convertible Reserved Instances that you are exchanging.",0
